,Date,BTC,BCH,LTC,ETH,EUR,CHF,GBP,RUB,YEN,SEK,Gold,Silver,Palladium,Platinum,OIL,MSCI,FTSE 100,NASDAQ,DAX,SMI
224,22.05.2020,9183.75,235.13,44.38,208.65,1.09,0.9709,1.2164,71.45,107.61,9.6412,1734.07,17.18,1970.49,839.75,33.2,2074.8,6015.25,9363.675,10896.28,9713.75
225,21.05.2020,9060.0,228.04,42.59,198.86,1.0949,0.9703,1.2222,70.8152,107.61,9.6059,1725.2075,17.06,2013.5,832.4166,34.57,2091.48,6067.16,9487.633,11088.12,
226,20.05.2020,9590.01,240.4,44.26,210.37,1.0977,0.9649,1.2239,71.0046,107.51,9.58,1748.9836,17.5,2101.5,850.75,34.39,2060.37,6002.23,9415.253,11029.33,9731.9
227,19.05.2020,9694.27,245.25,45.19,212.49,1.0921,0.9712,1.2251,72.4985,107.68,9.6838,1743.8083,17.4,2059.25,832.4102,32.59,2071.66,6048.59,9326.283000000001,11200.92,9741.21
228,18.05.2020,9673.73,245.21,45.08,212.82,1.0912,0.971,1.2189,72.65100000000001,107.33,9.6925,1732.0699,17.175,2013.2399,818.1666,33.77,2009.06,5799.77,9281.355,10683.86,9536.72
229,17.05.2020,9739.01,242.55,43.86,207.72,,,,,,,,,,,,,,,,
230,16.05.2020,9379.5,236.0,43.11,200.14,,,,,,,,,,,,,,,,
231,15.05.2020,9237.2,232.43,42.25,193.26,1.0815,0.9714,1.2104,73.317,107.02,9.8659,1741.0,16.62,1901.0,798.0,29.79,2001.32,5741.54,8976.287,10470.85,9526.44
232,14.05.2020,9663.5,241.17,43.84,202.69,1.0804,0.973,1.2226,73.3862,107.24,9.8028,1729.2729,15.87,1834.6766,768.0262,28.55,1997.23,5904.05,8946.447,10418.04,9581.6
233,13.05.2020,9295.62,238.02,43.23,198.55,1.0816,0.9719,1.2229,73.9033,107.02,9.8082,1715.2899,15.64,1818.0,756.6611,28.16,2030.87,5994.77,9123.687,10669.99,9679.88
234,12.05.2020,8817.13,233.14,42.26,189.6,1.0846,0.9693,1.2259,73.6075,107.13,9.7618,1702.1411,15.41,1859.9941,753.6439,25.1,2059.96,5939.73,9326.06,10777.74,9693.06
235,11.05.2020,8633.99,230.93,41.37,186.77,1.0806,0.9729,1.2335,73.5265,107.66,9.8729,1695.9811,15.55,1894.7399,756.8949,23.42,2060.82,5935.98,9155.21,10948.24,9679.53
236,10.05.2020,8668.45,234.75,41.87,188.1,,,,,,,,,,,,,,,,
237,09.05.2020,9648.0,266.8,47.63,211.99,,,,,,,,,,,,,,,,
238,08.05.2020,10000.0,264.39,47.93,214.49,1.084,0.9706,1.2407,73.32,106.65,9.7502,1700.65,15.45,1882.4723,765.25,,2030.43,,9165.7,10882.44,9666.66
239,07.05.2020,9801.25,252.0,47.42,211.82,1.0832,0.9728,1.2361,73.9525,106.27,9.808,1717.6899,15.5,1855.8907,763.5215,21.96,2005.93,5853.76,9104.667,10640.77,9609.13
240,06.05.2020,9253.74,246.38,46.32,205.5,1.0794,0.9748,1.2341,74.3915,106.14,9.8433,1685.6268,14.92,1797.7538,748.6716,20.1,2018.21,5849.42,8997.024,10716.51,9506.28
241,05.05.2020,8957.35,245.35,46.47,204.96,1.0838,0.9725,1.2434,73.47,106.58,9.8374,1705.9637,15.02,1800.9139,764.4129,20.87,1998.17,5753.78,8922.388,10627.07,9444.58
242,04.05.2020,8918.22,246.14,46.92,207.23,1.0906,0.9649,1.2442,74.71300000000001,106.73,9.8512,1701.4399,14.84,1847.6021,765.9646,15.73,2002.13,5763.06,8683.940999999999,10543.36,9618.93
243,03.05.2020,9648.0,266.8,47.63,211.99,,,,,,,,,,,,,,,,
244,02.05.2020,8668.45,234.75,41.87,188.1,,,,,,,,,,,,,,,,
245,01.05.2020,8730.3,253.21,46.95,209.67,1.0983,0.9612,1.2502,75.2075,106.93,9.8391,1699.1212,14.94,1899.5,760.25,14.85,2049.78,5901.21,8791.876,,
246,30.04.2020,8822.59,254.27,47.07,211.53,1.0955,0.9652,1.2592,74.29,107.17,9.7562,1680.09,15.02,1959.9331,772.1862,14.82,2072.6,6115.25,9005.237,11195.21,9850.87
247,29.04.2020,8929.13,261.24,48.87,216.75,1.0873,0.9735,1.2464,72.9512,106.7,9.8314,1711.2502,15.36,1936.0420000000001,774.6384,14.12,2023.9,5958.5,8871.037,10812.74,9847.41
248,28.04.2020,7735.79,239.99,44.88,196.48,1.0818,0.975,1.2421,74.1008,106.86,9.8838,1707.5066,15.19,1917.0271,771.8075,11.56,2021.91,5846.79,8913.276,10658.47,9787.39
249,27.04.2020,7706.09,237.98,43.91,193.65,1.0828,0.9752,1.2428,74.1869,107.22,10.0031,1714.2019,15.275,1925.4207,757.7597,10.69,1988.73,5752.23,8865.578000000001,10551.07,9610.4
250,26.04.2020,7644.53,245.22,44.46,196.89,,,,,,,,,,,,,,,,
251,25.04.2020,7548.6,238.92,44.54,194.02,,,,,,,,,,,,,,,,
252,24.04.2020,7531.75,238.51,44.69,188.05,1.082,0.973,1.2367,74.4,107.5,10.0161,1727.43,15.24,2025.0,759.75,12.29,1971.62,5826.61,8666.571,10299.31,9560.0
253,23.04.2020,7540.5,240.83,43.27,188.95,1.0776,0.9758,1.2342,74.73899999999999,107.58,10.0648,1731.33,15.3,1979.4237,755.0734,12.48,1968.46,5770.63,8693.731,10437.38,9625.75
254,22.04.2020,7118.78,232.86,41.89,182.98,1.0822,0.9713,1.2332,75.82600000000001,107.72,10.0884,1713.451,15.155,1938.2321,757.4573,9.96,1930.97,5641.03,8575.572,10370.25,9620.89
255,21.04.2020,6890.29,220.71,40.78,172.79,1.0856,0.9695,1.2293,77.0602,107.76,10.094,1685.7231,14.925,1923.0699,746.4913,5.61,1991.45,5812.83,8639.74,10519.44,9734.96
256,20.04.2020,6864.65,220.9,40.46,171.47,1.0862,0.9677,1.2435,75.434,107.61,10.0073,1692.9242,15.37,2164.094,770.533,17.35,2015.56,5786.96,8742.539,10704.35,9669.32
257,19.04.2020,7141.34,233.31,42.74,181.24,,,,,,,,,,,,,,,,
258,18.04.2020,7226.77,244.06,43.64,183.21,,,,,,,,,,,,,,,,
259,17.04.2020,7054.72,232.75,42.33,170.85,1.0876,0.9671,1.2499,73.8425,107.51,9.9794,1684.1899,15.13,2157.0356,775.25,16.14,1966.08,5628.43,8876.662,10607.35,9455.16
260,16.04.2020,7057.49,232.05,42.58,172.37,1.0835,0.9703,1.2455,73.9437,107.94,10.0255,1717.6824,15.62,2153.32,783.8436,14.77,1957.89,5597.65,8689.091,10420.26,9416.2
261,15.04.2020,6755.75,222.14,40.48,157.57,1.0907,0.9644,1.2514,74.7126,107.47,10.0106,1715.7102,15.475,2179.4922,779.6844,15.77,2007.24,5791.31,8548.474,10678.19,9529.68
262,14.04.2020,6870.39,222.14,41.16,158.99,1.0979,0.96,1.2623,72.9303,107.2,9.9433,1727.7,15.81,2218.094,774.8760000000001,18.82,1958.46,5842.66,8489.267,10733.97,9507.46
263,13.04.2020,6825.62,224.39,41.17,156.51,1.0913,0.9672,1.2507,73.62,107.76,9.9938,1714.0699,15.45,2189.2246,748.2502,,1970.82,,8209.683,,
264,12.04.2020,7120.75,241.33,43.37,164.0,,,,,,,,,,,,,,,,
265,11.04.2020,6794.99,225.67,41.87,154.94,,,,,,,,,,,,,,,,
266,10.04.2020,6917.23,233.46,42.38,159.35,1.0935,0.9661,1.2452,73.443,108.46,9.9159,1688.9,15.32,,,,1969.51,,,,
267,09.04.2020,7302.0,256.74,46.16,170.38,1.0927,0.9657,1.2455,74.1566,108.46,9.9468,1683.8199,15.45,2164.5522,745.7492,18.71,1939.83,5677.73,8284.313,10490.65,9465.86
268,08.04.2020,7316.61,265.67,46.25,172.06,1.0856,0.9717,1.2385,74.9598,108.81,10.0609,1645.77,15.05,2174.54,729.5433,20.96,1896.3,5704.45,8134.298000000001,10301.56,9427.41
269,07.04.2020,7113.37,248.61,44.2,163.24,1.0889,0.9692,1.2337,75.38,108.7,10.0495,1648.4656,15.003,2175.4126,733.7968,19.8,1883.2,5582.39,8287.475,10464.11,9470.48
270,06.04.2020,7227.9,250.12,44.05,163.99,1.0791,0.9786,1.2229,75.9362,109.2,10.1206,1661.7017,14.985,2154.7366,735.3142,17.93,1775.95,5415.5,7819.059,9889.03,9259.73
271,05.04.2020,6759.61,230.28,40.28,142.56,,,,,,,,,,,,,,,,
272,04.04.2020,6837.18,237.01,40.47,143.62,,,,,,,,,,,,,,,,
273,03.04.2020,6706.9,235.07,40.28,140.58,1.0808,0.9777,1.226,76.3925,108.45,10.1457,1616.45,14.39,2188.5,720.5,19.24,1802.87,5480.22,7631.571,9535.27,9281.33
274,02.04.2020,6739.55,231.64,39.77,140.5,1.0856,0.9736,1.2392,77.0425,107.9,10.0744,1612.4102,14.505,2212.9236,727.0966,14.99,1781.33,5454.57,7445.880999999999,9587.45,9212.09
275,01.04.2020,6350.03,217.86,37.95,131.93,1.0962,0.9654,1.2376,78.6126,107.15,9.9826,1590.59,14.0,2216.5,717.5458,11.27,1855.09,5671.96,7582.78,9610.67,9311.92
276,31.03.2020,6474.1,221.92,39.12,134.35,1.1029,0.9608,1.2418,78.419,107.53,9.878,1571.05,13.97,2351.52,722.1662,15.5,1871.0,5563.74,7855.7390000000005,9970.79,9184.78
277,30.03.2020,6464.77,224.13,39.18,134.07,1.1046,0.9583,1.2416,79.22800000000001,107.81,10.0059,1621.9293,14.115,2327.25,723.1887,15.61,1829.35,5510.33,7678.8330000000005,9725.88,9047.71
278,29.03.2020,5953.7,207.1,37.43,125.68,,,,,,,,,,,,,,,,
279,28.03.2020,6245.95,214.95,39.07,130.98,,,,,,,,,,,,,,,,
280,27.03.2020,6682.0,225.45,40.07,137.54,1.114,0.9512,1.2456,78.7,107.89,9.8994,1617.5,14.47,2269.7249,741.39,20.31,1876.21,5815.73,7657.44,9793.5,9174.95
281,26.03.2020,6745.0,224.94,39.39,136.65,1.1028,0.963,1.2201,77.2428,109.58,9.9676,1628.974,14.385,2331.8999,735.7898,25.08,1788.4,5688.2,7549.834,9621.24,8895.18
282,25.03.2020,6595.62,218.86,38.85,135.25,1.088,0.9767,1.1885,78.23100000000001,111.19,10.0749,1613.2939,14.43,2316.5356,737.98,25.09,1745.35,5446.01,7543.960999999999,9987.37,8772.02
283,24.03.2020,6751.94,226.6,40.26,139.9,1.0787,0.9815,1.1757,78.205,111.21,10.11,1610.025,14.27,1932.3176,708.0,25.24,1605.52,4993.89,7348.995,9242.06,8187.51
284,23.03.2020,6419.3,219.43,38.96,132.5,1.0721,0.9845,1.1548,79.219,111.2,10.315,1553.0649,13.25,1719.1508,642.5,22.29,1647.45,5190.78,6952.714,8536.33,8623.86
285,22.03.2020,6020.88,203.63,35.69,124.27,,,,,,,,,,,,,,,,
286,21.03.2020,6334.6,201.42,39.23,135.55,,,,,,,,,,,,,,,,
287,20.03.2020,5991.49,201.42,36.12,125.24,1.0694,0.9865,1.1641,79.7523,110.8,10.3812,1497.64,12.58,1642.1138,611.0,25.99,1690.04,5151.61,7391.215,9080.49,8782.15
288,19.03.2020,6253.5,225.3,39.73,137.3,1.069,0.9858,1.1485,79.0575,110.69,10.3884,1469.8,12.11,1652.5,586.51,24.42,1684.07,5080.58,7190.2080000000005,8495.94,8361.09
289,18.03.2020,5341.9,181.25,34.17,116.4,1.0913,0.9678,1.1613,80.68,108.06,10.2554,1486.0,11.98,1587.625,624.5,23.23,1774.56,5294.9,7023.861999999999,8613.35,8493.04
290,17.03.2020,5464.67,186.64,35.0,119.06,1.0996,0.9609,1.205,75.2492,107.67,9.8944,1528.275,12.59,1643.5,661.24,28.41,1702.25,5151.08,7198.528,9141.17,8227.08
291,16.03.2020,4926.3,166.35,31.95,109.31,1.1181,0.9469,1.2266,74.405,105.85,9.7811,1513.91,12.9,1617.2834,662.83,28.42,1885.08,5366.11,7502.262,8728.48,8360.09
292,15.03.2020,5918.52,191.26,38.51,132.89,,,,,,,,,,,,,,,,
293,14.03.2020,5288.68,170.03,35.09,126.42,,,,,,,,,,,,,,,,
294,13.03.2020,5431.41,172.89,35.94,128.86,1.1105,0.9496,1.2276,72.265,107.91,9.7081,1529.3101,14.68,1806.2773,761.5,32.69,1778.1,5237.48,7683.043000000001,9480.78,8282.51
295,12.03.2020,5768.3,170.13,32.91,127.76,1.1183,0.9437,1.2571,74.885,104.63,9.7346,1576.785,15.82,1831.8335,763.02,31.56,1970.61,5876.52,7452.755999999999,9863.99,9152.5
296,11.03.2020,7859.25,267.22,48.58,192.68,1.1267,0.9387,1.2819999999999998,73.179,104.53,9.5158,1634.525,16.753,2305.0037,859.98,35.37,2049.04,5960.23,8166.264,10601.85,9256.45
297,10.03.2020,7994.39,270.57,50.64,202.86,1.1279,0.9397,1.2906,71.35,105.63,9.5211,1649.0699,16.86,2420.0735,868.87,36.11,1994.6,5965.77,8213.966,10724.98,9247.64
298,09.03.2020,7855.07,266.51,48.98,198.13,1.1447,0.925,1.3131,74.68,102.34,9.4385,1679.6,16.97,2490.2024,862.55,35.87,2152.33,6462.55,7912.143,10690.08,9736.82
299,08.03.2020,8251.33,280.05,52.59,209.86,,,,,,,,,,,,,,,,
300,07.03.2020,8883.86,333.06,60.92,238.33,,,,,,,,,,,,,,,,
301,06.03.2020,9130.5,350.94,63.25,240.85,1.1285,0.9372,1.3047,68.54,105.3,9.3886,1673.85,17.313,2566.2798,900.8033,46.14,2194.79,6705.43,8395.948,11694.56,10139.78
302,05.03.2020,9111.47,339.33,62.24,231.87,1.1239,0.9453,1.2954,67.554,106.16,9.4329,1670.3092,17.41,2532.21,864.278,51.63,2243.17,6815.59,8713.192,12191.41,10303.76
303,04.03.2020,8726.86,317.51,60.01,222.88,1.1134,0.9567,1.287,66.215,107.52,9.4777,1635.4479,17.18,2576.85,872.4395,51.98,2179.29,6718.2,8745.636999999999,11992.59,10128.76
304,03.03.2020,8771.1,330.11,60.97,224.85,1.1171,0.956,1.281,66.082,107.12,9.4659,1639.4686,17.18,2501.0037,874.7563,52.36,2212.99,6654.89,8892.679,12013.06,9999.52
305,02.03.2020,8943.22,342.03,62.0,233.05,1.1132,0.9591,1.275,66.155,108.3,9.5348,1590.4301,16.7281,2522.6528,860.3294,52.64,2144.07,6580.61,8569.907,12030.27,9844.27
306,01.03.2020,8514.67,307.0,56.71,214.61,,,,,,,,,,,,,,,,
307,29.02.2020,8634.11,309.46,58.69,223.57,,,,,,,,,,,,,,,,
308,28.02.2020,8668.22,311.53,59.81,226.0,1.1025,0.9653,1.2819999999999998,66.7027,108.07,9.5959,1584.74,16.6615,2593.1921,863.595,52.3,2175.92,6796.4,8133.848000000001,11891.87,10205.46
309,27.02.2020,8750.93,323.71,61.14,226.26,1.0998,0.9676,1.2884,66.25,109.58,9.6582,1641.95,17.6975,2844.8213,898.8510000000001,53.18,2258.95,7042.47,8632.542,12526.6,10456.82
310,26.02.2020,8772.8,315.28,60.86,223.86,1.0879,0.9767,1.2903,65.3925,110.42,9.7348,1639.5757,17.8823,2789.5039,910.823,55.95,2269.19,7017.88,8883.01,12682.16,10405.3
311,25.02.2020,9377.98,355.55,71.63,250.42,1.0879,0.976,1.3004,65.3,110.18,9.7133,1635.08,17.9856,2699.2322,925.8610000000001,57.06,2328.51,7156.83,9167.329,13132.04,10749.59
312,24.02.2020,9595.54,370.34,74.09,261.7,1.0852,0.9787,1.2927,65.33800000000001,110.71,9.7319,1660.4226,18.6224,2628.2163,963.373,57.03,2401.75,7403.92,9055.3,13231.38,11086.0
313,23.02.2020,9879.3,398.95,78.95,271.74,,,,,,,,,,,,,,,,
314,22.02.2020,9635.8,372.5,74.53,261.29,,,,,,,,,,,,,,,,
315,21.02.2020,9663.1,376.55,72.84,262.81,1.0843,0.978,1.2969,64.0603,111.57,9.7131,1643.316,18.4628,2703.1555,973.3969999999999,59.54,2419.4,7436.64,9582.543,13609.94,11108.27
316,20.02.2020,9604.68,372.65,69.09,259.03,1.0783,0.9839,1.2879,64.1409,112.11,9.8113,1619.4056,18.352,2690.1619,977.8786,60.93,2431.02,7457.02,9696.655,13774.44,11255.66
317,19.02.2020,9620.73,378.58,70.62,261.94,1.0804,0.9837,1.2919,63.505,111.35,9.7854,1611.3447,18.4,2713.6699,1005.3903,60.56,2420.85,7382.01,9683.937,13751.05,11189.81
318,18.02.2020,10149.75,419.79,77.37,281.5,1.0791,0.9831,1.2998,63.8458,109.86,9.7868,1601.665,18.1613,2636.0049,991.6446,58.19,2431.13,7433.25,9567.275,13668.94,11094.87
319,17.02.2020,9655.13,403.66,72.34,259.82,1.0834,0.9807,1.3006,63.4375,109.88,9.6891,1580.8,17.765,2522.0,968.7,58.67,2431.44,7409.13,,13770.67,11156.24
320,16.02.2020,9765.84,397.76,71.43,251.88,,,,,,,,,,,,,,,,
321,15.02.2020,9921.9,443.39,77.12,268.35,,,,,,,,,,,,,,,,
322,14.02.2020,10316.0,492.32,82.68,282.61,1.083,0.982,1.3046,63.495,109.74,9.7225,1584.3199,17.73,2431.7014,963.11,57.96,2429.32,7452.03,9613.882,13756.47,11105.61
323,13.02.2020,10180.75,465.26,79.79,262.41,1.084,0.9792,1.3045,63.6415,109.81,9.6705,1576.095,17.6274,2423.6694,967.7106,56.93,2433.95,7534.37,9540.671,13695.93,11071.39
324,12.02.2020,10387.58,473.53,81.21,270.01,1.0871,0.9781,1.296,63.1975,110.08,9.6302,1565.3267,17.4633,2404.71,960.905,56.13,2421.72,7499.44,9569.822,13671.15,11094.01
325,11.02.2020,10236.37,463.54,76.66,237.41,1.0914,0.9757,1.2951,63.356,109.77,9.6358,1567.42,17.632,2340.9551,968.826,54.59,2412.73,7446.88,9567.815,13604.74,11079.78
326,10.02.2020,9861.48,452.02,73.78,222.64,1.0909,0.977,1.2913,64.0905,109.74,9.6574,1571.9,17.75,2353.3877,960.3873,53.98,2403.52,7466.7,9373.196,13476.0,10968.14
327,09.02.2020,10074.87,442.41,75.95,225.6,,,,,,,,,,,,,,,,
328,08.02.2020,9917.51,446.88,77.29,223.24,,,,,,,,,,,,,,,,
329,07.02.2020,9748.0,435.96,73.22,219.22,1.0943,0.9777,1.2891,64.14,109.72,9.658,1569.9058,17.6735,2316.425,964.7869,55.12,2416.56,7504.79,9397.765,13530.77,10995.65
330,06.02.2020,9740.27,438.84,73.13,213.12,1.0979999999999999,0.9744,1.2928,63.315,109.99,9.6221,1566.5601,17.8077,2346.395,961.515,55.77,2405.1,7482.48,9395.686,13570.33,11040.17
331,05.02.2020,9686.6,434.75,73.05,206.61,1.0997,0.9732,1.3,62.87,109.8,9.5839,1556.405,17.5946,2431.7,981.7406,55.95,2383.61,7439.82,9441.344000000001,13224.27,10789.72
332,04.02.2020,9131.71,376.91,67.44,187.4,1.1042,0.9690000000000001,1.3029,63.0125,109.51,9.5883,1552.26,17.5781,2434.1699,963.07,54.49,2351.21,7326.31,9256.938,13135.61,10707.44
333,03.02.2020,9271.11,381.5,69.44,189.3,1.1058,0.9657,1.2993,63.6615,108.67,9.6479,1576.05,17.6566,2320.1699,966.2524,54.59,2342.14,7286.01,9033.518,13033.17,10650.02
334,02.02.2020,9424.96,383.42,72.13,192.16,,,,,,,,,,,,,,,,
335,01.02.2020,9355.14,377.45,70.64,182.31,,,,,,,,,,,,,,,,
336,31.01.2020,9383.8,375.06,67.9,180.37,1.1093,0.963,1.3199,63.9512,108.38,9.6261,1589.8149,18.0313,2278.04,956.5,58.36,2371.64,7381.96,9169.91,13196.8,10814.28
337,30.01.2020,9545.02,391.61,68.85,184.92,1.103,0.9693,1.3094,63.1338,108.95,9.6352,1573.92,17.8249,2310.23,977.5396,58.31,2374.43,7483.57,9038.921999999999,13186.49,10805.49
338,29.01.2020,9353.55,383.38,60.1,175.61,1.1009,0.973,1.3019999999999998,62.512,108.99,9.6178,1576.7175,17.5401,2288.8999,974.1445,60.05,2373.77,7480.69,9141.521,13316.42,10795.46
339,28.01.2020,9036.6,368.39,59.01,171.73,1.102,0.9728,1.3027,62.205,109.13,9.6057,1565.86,17.4342,2289.2649,985.5943,59.81,2355.87,7412.05,9013.229,13274.01,10729.66
340,27.01.2020,8947.05,370.19,58.96,171.0,1.1016,0.9694,1.3053,62.9356,108.89,9.6221,1581.65,18.0838,2267.925,983.3946,58.83,2396.25,7585.98,8913.164,13374.99,10762.62
341,26.01.2020,8577.78,344.32,55.91,166.75,,,,,,,,,,,,,,,,
342,25.01.2020,8362.59,313.98,53.57,161.05,,,,,,,,,,,,,,,,
343,24.01.2020,8513.0,320.29,54.56,163.25,1.1023,0.971,1.3076,62.0576,109.27,9.5664,1570.365,18.082,2427.74,1001.5,59.63,2406.23,7507.67,9266.351,13512.84,10865.96
344,23.01.2020,8271.04,323.28,54.24,162.15,1.1052,0.9687,1.3121,61.8569,109.48,9.5312,1563.025,17.784000000000002,2460.9446,1002.102,61.55,2410.86,7571.92,9186.136999999999,13455.9,10889.06
345,22.01.2020,8634.23,345.16,58.03,167.45,1.1091,0.9677,1.314,61.8275,109.83,9.498,1558.62,17.817999999999998,2472.0,1011.8610000000001,62.4,2408.55,7610.7,9212.353000000001,13601.65,10907.16
346,21.01.2020,8713.94,341.53,57.36,168.74,1.1082,0.9684,1.3047,61.865,109.86,9.5263,1557.73,17.7721,2401.6455,998.941,63.95,2415.62,7651.44,9145.641,13456.9,10825.92
347,20.01.2020,8671.66,351.89,57.39,167.03,1.1094,0.9679,1.3009,61.532,110.18,9.5145,1561.28,18.065,2499.06,1015.5,64.92,2415.19,7674.56,,13503.83,10844.11
348,19.01.2020,8717.79,332.94,56.79,165.75,,,,,,,,,,,,,,,,
349,18.01.2020,8908.37,350.07,59.98,176.32,,,,,,,,,,,,,,,,
350,17.01.2020,8904.95,368.46,61.04,170.78,1.1088,0.968,1.3008,61.5559,110.14,9.517999999999999,1556.2247,17.9982,2480.415,1018.0,64.34,2407.19,7609.81,9159.483,13513.48,10723.7
351,16.01.2020,8679.2,324.65,57.64,163.2,1.1135,0.9644,1.3076,61.599,110.14,9.4873,1552.54,17.9406,2312.9512,1004.0904,64.92,2393.16,7642.8,9088.084,13463.46,10687.21
352,15.01.2020,8823.75,336.17,58.11,165.0,1.1149,0.9641,1.3036,61.4,109.88,9.4616,1555.9351,17.9905,2263.2,1020.1955,62.86,2388.32,7622.35,9039.312,13444.95,10656.31
353,14.01.2020,8709.5,324.84,57.51,164.04,1.1127,0.9672,1.3017,61.3895,109.97,9.4632,1546.1237,17.7887,2194.3799,983.3536,64.17,2388.41,7617.6,9068.023000000001,13439.2,10616.62
354,13.01.2020,8127.51,267.7,49.9,144.23,1.1133,0.9707,1.2988,61.216,109.93,9.4635,1548.0518,17.9638,2132.1699,973.9605,64.23,2377.24,7587.85,9007.938,13521.86,10645.3
355,12.01.2020,8095.72,264.94,50.1,144.29,,,,,,,,,,,,,,,,
356,11.01.2020,8088.94,265.56,50.25,143.62,,,,,,,,,,,,,,,,
357,10.01.2020,8037.58,258.51,48.65,142.77,1.112,0.9723,1.3059,61.0137,109.46,9.499,1562.033,18.0917,2117.5,978.0355,68.16,2380.47,7598.12,9021.882,13533.46,10678.41
358,09.01.2020,7778.75,234.31,44.3,137.05,1.1105,0.9731,1.3065,61.2675,109.51,9.4886,1552.2688,17.8985,2107.3896,966.225,67.97,2365.75,7574.93,8990.041,13474.76,10721.87
359,08.01.2020,8006.79,235.41,45.0,138.99,1.1103,0.9737,1.3097,61.2175,109.12,9.4593,1555.71,18.0831,2104.752,953.66,68.32,2362.94,7573.85,8845.449,13140.49,10628.09
360,07.01.2020,8027.58,241.21,46.12,142.42,1.1151,0.9701,1.3123,61.9255,108.42,9.4506,1573.8876,18.3874,2051.76,970.9125,69.63,2365.97,7575.34,8857.138,13199.59,10714.23
361,06.01.2020,7571.18,236.74,45.07,141.61,1.1193,0.968,1.3167,61.7636,108.36,9.3995,1565.8586,18.1424,2030.5619,963.0,71.44,2360.98,7622.4,8713.889000000001,13085.49,10652.78
362,05.01.2020,7429.66,221.31,43.28,135.18,,,,,,,,,,,,,,,,
363,04.01.2020,7324.03,224.08,42.57,133.78,,,,,,,,,,,,,,,,
364,03.01.2020,7270.25,219.34,41.45,132.18,1.1158,0.9725,1.3086,62.07,108.08,9.3961,1551.4027,18.0343,1987.5345,980.4730000000001,70.27,2373.88,7604.3,8755.166,13266.39,10585.29
365,02.01.2020,6959.25,194.24,39.74,128.24,1.117,0.9712,1.3144,61.665,108.57,9.3613,1528.85,18.0131,1959.5374,978.5132,68.24,2358.01,7542.44,8802.216999999999,13233.71,
366,01.01.2020,7258.0,204.86,41.8,132.34,1.121,0.9677,1.3254,61.9322,108.7,9.3636,1516.89,17.83,1939.5,963.0,,2358.25,,,,
367,31.12.2019,7157.75,202.92,41.15,128.24,1.121,0.9678,1.3259,61.9191,108.61,9.362,1517.01,17.83,1941.5,962.5,68.96,2353.24,7587.05,8681.334,,
368,30.12.2019,7240.48,206.84,42.41,131.47,1.1197,0.9692,1.3113,61.986999999999995,108.86,9.3474,1515.1229999999998,17.9159,1906.65,957.76,69.49,2365.6,7644.9,8766.393,13301.43,10734.47
369,29.12.2019,7377.63,212.15,43.01,134.55,,,,,,,,,,,,,,,,
370,28.12.2019,7311.9,206.97,42.83,128.1,,,,,,,,,,,,,,,,
371,27.12.2019,7221.5,200.64,40.99,126.23,1.1175,0.9748,1.3076,62.0125,109.41,9.3277,1510.4167,17.7537,1905.0088,944.75,70.65,2361.08,7632.24,8805.858,13338.32,10738.65
372,26.12.2019,7181.28,187.16,39.98,125.92,1.1096,0.9812,1.2992,62.225,109.63,9.4116,1511.2979,17.8863,1900.9095,947.12,,2351.45,,8717.952,,
373,25.12.2019,7212.97,185.89,40.23,125.8,1.109,0.98,1.296,61.836999999999996,109.35,9.3837,1498.6,,,,,2351.31,,,,
374,24.12.2019,7241.75,189.1,40.56,127.98,1.1087,0.9801,1.2944,61.8715,109.39,9.4156,1498.81,17.785,1883.1949,938.96,71.1,2351.47,7623.59,8705.304,,
375,23.12.2019,7313.56,191.41,41.0,127.02,1.1086,0.9817,1.2933,62.22,109.39,9.4304,1485.27,17.4224,1875.6899,936.23,69.33,2349.13,7582.48,8703.06,13304.77,10679.91
376,22.12.2019,7405.0,196.34,41.9,131.9,,,,,,,,,,,,,,,,
377,21.12.2019,7163.2,186.61,39.96,126.87,,,,,,,,,,,,,,,,
378,20.12.2019,7201.5,187.43,40.41,127.98,1.1078,0.9826,1.3002,62.2232,109.44,9.4067,1477.9497,17.1925,1855.29,908.77,70.5,2340.72,7573.82,8666.571,13210.26,10628.83
379,19.12.2019,7190.5,186.69,39.81,127.15,1.112,0.9783,1.3007,62.361999999999995,109.37,9.4086,1479.0472,17.0565,1936.3695,933.7,71.54,2333.18,7540.75,8592.68,13226.7,10556.8
380,18.12.2019,7168.0,187.31,41.0,130.41,1.1111,0.9803,1.3076,62.6175,109.53,9.4225,1475.1862,17.0066,1922.8878,935.39,70.96,2336.47,7525.28,8587.202,13266.35,10541.26
381,17.12.2019,6613.22,176.71,36.87,122.95,1.1149,0.9803,1.3128,62.3725,109.47,9.3802,1476.2,17.0018,1954.6851,927.515,70.83,2336.95,7519.05,8586.335,13391.27,10515.25
382,16.12.2019,6879.8,192.74,40.3,132.48,1.1142,0.982,1.3329,62.4704,109.49,9.361,1476.0013,17.0308,1977.5594,929.14,69.88,2319.52,7353.44,8544.265,13349.86,10478.43
383,15.12.2019,7115.87,203.18,43.57,143.44,,,,,,,,,,,,,,,,
384,14.12.2019,7069.0,205.95,43.51,141.8,,,,,,,,,,,,,,,,
385,13.12.2019,7273.6,211.1,44.18,144.08,1.1119,0.9838,1.3325,62.8165,109.36,9.3955,1475.5586,16.9317,1930.49,927.88,69.28,2314.5,7273.47,8461.417,13383.26,10465.01
