,Date,BTC,BCH,LTC,ETH,EUR,CHF,GBP,RUB,YEN,SEK,Gold,Silver,Palladium,Platinum,OIL,MSCI,FTSE 100,NASDAQ,DAX,SMI
386,12.12.2019,7194.57,206.0,43.58,145.45,1.1128,0.9849,1.3162,62.7234,109.29,9.3908,1469.33,16.9258,1940.1642,943.877,68.51,2297.33,7216.25,8391.915,13167.56,10403.35
387,11.12.2019,7194.0,205.83,43.43,143.34,1.1128,0.9828,1.3193,63.3141,108.54,9.3906,1474.75,16.8525,1910.4755,938.88,67.21,2289.37,7213.76,8371.646999999999,13075.43,10374.6
388,10.12.2019,7257.0,205.68,44.0,145.61,1.1092,0.9842,1.3154,63.4645,108.7,9.4987,1463.96,16.6545,1896.53,921.71,68.41,2292.34,7233.9,8364.548,13065.83,10416.57
389,09.12.2019,7349.61,207.93,44.69,147.28,1.1062,0.9879,1.3143,63.5266,108.55,9.5323,1461.89,16.601,1881.73,894.78,68.28,2298.68,7239.66,8388.745,13147.57,10449.84
390,08.12.2019,7468.31,213.77,45.58,151.06,,,,,,,,,,,,,,,,
391,07.12.2019,7512.57,211.72,45.25,147.33,,,,,,,,,,,,,,,,
392,06.12.2019,7468.31,211.4,45.03,148.23,1.1057,0.9902,1.3135,63.6507,108.59,9.4966,1459.5071,16.56,1877.7874,895.831,68.34,2279.14,7137.85,8370.231,13087.51,10378.86
393,05.12.2019,7385.5,211.04,44.78,148.65,1.1102,0.987,1.3155,63.7214,108.75,9.4892,1475.6029,16.9484,1872.2482,897.0,67.51,2275.4,7188.5,8321.187,13144.38,10362.78
394,04.12.2019,7179.67,207.18,44.55,145.01,1.1076,0.9884,1.3103,63.87,108.85,9.5113,1474.1,16.82,1869.63,894.77,67.09,2262.84,7158.76,8291.858,12998.66,10245.47
395,03.12.2019,7299.5,212.59,45.09,147.73,1.1081,0.9869,1.2992,64.0675,108.62,9.5314,1477.241,17.1611,1856.08,909.6982,64.79,2276.79,7285.94,8201.626,13039.61,10371.94
396,02.12.2019,7318.25,213.74,45.44,148.58,1.1077,0.9911,1.2936,64.2085,108.98,9.5405,1462.34,16.8995,1852.23,897.575,65.04,2291.89,7346.53,8409.867,13264.93,10498.6
397,01.12.2019,7372.0,214.1,47.78,150.06,,,,,,,,,,,,,,,,
398,30.11.2019,7544.95,216.41,47.57,150.88,,,,,,,,,,,,,,,,
399,29.11.2019,7711.0,223.19,48.7,152.27,1.1015,0.9998,1.2933,64.354,109.51,9.5717,1463.9,17.02,1841.1949,900.02,66.34,2302.1,7416.43,8422.02,13179.25,10491.64
400,28.11.2019,7593.8,218.95,47.42,152.08,1.1007,0.9983,1.2911,64.0465,109.5,9.56,1458.0917,16.87,1840.5,892.5,66.29,2303.25,7429.78,,13247.61,10512.1
401,27.11.2019,7546.12,220.53,48.04,154.07,1.0998,0.9990000000000001,1.2921,63.9599,109.55,9.579,1454.25,16.9418,1833.26,893.9404,66.64,2295.47,7403.14,8407.235,13291.09,10531.68
402,26.11.2019,7108.71,207.69,47.05,148.62,1.1018,0.9969,1.2865,63.9743,109.03,9.5889,1461.2,17.067999999999998,1809.84,907.4,66.29,2291.85,7396.29,8374.256,13256.4,10479.74
403,25.11.2019,7247.4,210.14,46.2,147.71,1.1013,0.9964,1.2898,63.9,108.9,9.641,1454.8738,16.8998,1797.0905,897.0160000000001,66.26,2273.6,7326.81,8309.546,13247.51,10424.95
404,24.11.2019,7052.98,205.93,45.06,144.34,,,,,,,,,,,,,,,,
405,23.11.2019,7186.64,214.05,47.76,151.16,,,,,,,,,,,,,,,,
406,22.11.2019,7335.78,210.87,48.51,153.64,1.1022,0.9972,1.2830000000000001,63.8345,108.64,9.6261,1462.04,17.004,1775.7712,891.085,66.07,2269.62,7238.55,8287.249,13145.77,10367.49
407,21.11.2019,7591.0,223.92,50.4,159.4,1.1057,0.9928,1.2913,63.695,108.63,9.6258,1464.15,17.0969,1760.37,914.8554,66.23,2275.52,7262.49,8273.949,13083.0,10322.39
408,20.11.2019,8131.7,242.55,55.3,175.05,1.1072,0.9907,1.2922,63.815,108.6,9.6329,1471.1514,17.13,1766.3158,916.825,65.04,2283.22,7323.8,8315.546999999999,13127.45,10347.99
409,19.11.2019,8105.0,241.64,55.08,174.29,1.1078,0.9902,1.2922,63.8225,108.53,9.6293,1472.2814,17.1358,1763.0,910.245,62.99,2285.02,7307.7,8357.431999999999,13235.28,10370.66
410,18.11.2019,8217.29,248.62,56.51,178.27,1.107,0.9895,1.2952,63.8175,108.66,9.6341,1470.7528,17.021,1737.625,893.825,63.66,2282.81,7302.94,8303.22,13255.78,10316.93
411,17.11.2019,8560.3,267.95,58.78,184.2,,,,,,,,,,,,,,,,
412,16.11.2019,8445.49,263.96,58.1,181.92,,,,,,,,,,,,,,,,
413,15.11.2019,8450.75,264.07,57.35,179.39,1.105,0.9897,1.2899,63.7625,108.73,9.639,1467.1169,16.9487,1704.845,889.38,63.46,2266.54,7292.76,8303.841999999999,13261.72,10314.67
414,14.11.2019,8645.99,276.1,59.02,184.83,1.1021,0.9878,1.2881,63.952,108.39,9.6812,1470.95,17.012,1737.005,880.293,62.6,2268.23,7351.21,8238.851999999999,13198.33,10299.04
415,13.11.2019,8768.92,282.66,60.83,187.43,1.1006,0.9899,1.2849,64.36,108.81,9.7305,1462.9354,16.9531,1710.0042,873.83,62.41,2270.39,7365.44,8235.683,13244.05,10278.44
416,12.11.2019,8762.75,287.4,61.27,185.95,1.1007,0.9929,1.2844,64.229,109.0,9.72,1456.9449,16.7736,1699.765,868.6618,62.28,2265.85,7328.54,8249.616,13243.53,10306.1
417,11.11.2019,8729.41,288.18,62.42,186.58,1.1032,0.9932,1.2851,63.8625,109.04,9.696,1455.6505,16.855,1687.96,875.605,62.62,2268.45,7359.38,8212.373,13170.18,10310.97
418,10.11.2019,9030.02,294.11,63.97,190.32,,,,,,,,,,,,,,,,
419,09.11.2019,8789.6,282.13,61.5,184.35,,,,,,,,,,,,,,,,
420,08.11.2019,8868.0,280.73,60.75,185.68,1.1016,0.9972,1.2770000000000001,63.7725,109.27,9.6978,1458.4070000000002,16.7957,1742.9,886.64,62.29,2266.83,7406.41,8208.371,13248.62,10308.0
421,07.11.2019,9215.6,292.32,61.48,186.22,1.1049,0.9948,1.2813,63.51,109.27,9.6275,1467.8219,17.1079,1801.6827,908.495,62.89,2261.01,7396.65,8237.68,13258.26,10347.04
422,06.11.2019,9304.75,298.14,63.65,190.41,1.1065,0.9926,1.285,63.792,108.96,9.6252,1490.3621,17.6211,1792.545,929.163,62.25,2260.1,7388.08,8204.338,13150.94,10259.28
423,05.11.2019,9345.0,294.83,63.36,190.64,1.1074,0.9927,1.2882,63.44,109.15,9.657,1484.0,17.585,1777.845,928.79,62.86,2259.88,7369.69,8225.345,13134.33,10323.21
424,04.11.2019,9460.1,291.07,61.81,186.45,1.1126,0.9876,1.2882,63.5024,108.56,9.6222,1509.2367,18.045,1779.115,935.655,62.46,2251.78,7302.42,8218.928,13022.95,10272.94
425,03.11.2019,9309.79,285.31,58.08,181.15,,,,,,,,,,,,,,,,
426,02.11.2019,9151.83,289.72,58.41,183.01,,,,,,,,,,,,,,,,
427,01.11.2019,9206.33,275.13,58.41,184.26,1.1165,0.9854,1.2934,63.5241,108.17,9.5621,1513.55,18.085,1805.5,946.0,60.36,2232.03,7248.38,8121.95,12912.09,10235.56
428,31.10.2019,9190.79,282.47,58.35,181.45,1.115,0.9863,1.294,64.1517,108.02,9.6499,1513.16,18.125,1794.0649,932.0,59.06,2238.81,7330.78,8100.616999999999,12937.59,10263.46
429,30.10.2019,9201.9,289.26,58.25,182.88,1.1148,0.9892,1.2901,63.707,108.83,9.6517,1495.2,17.86,1805.335,925.625,59.98,2231.83,7306.26,8056.9,12929.42,10253.62
430,29.10.2019,9444.51,287.82,60.08,191.76,1.111,0.9937,1.2865,63.955,108.87,9.7005,1487.4,17.7975,1781.505,920.0,60.81,2231.75,7331.28,8101.549,12946.34,10209.75
431,28.10.2019,9433.64,270.4,58.63,183.99,1.1098,0.9944,1.2862,63.8342,108.94,9.7021,1492.4449,17.855,1800.0551,918.72,60.13,2222.21,7324.47,8071.392,12897.4,10190.17
432,27.10.2019,9623.66,261.5,60.61,186.48,,,,,,,,,,,,,,,,
433,26.10.2019,9125.46,249.62,56.0,179.17,,,,,,,,,,,,,,,,
434,25.10.2019,8568.25,248.27,56.99,180.73,1.1078,0.9943,1.2821,63.8365,108.64,9.6836,1504.33,18.02,1763.5,926.26,62.9,2215.76,7328.25,7926.601,12886.42,10117.58
435,24.10.2019,7453.03,210.14,49.81,161.0,1.1104,0.9921,1.285,64.0485,108.61,9.6567,1503.25,17.77,1777.5,923.75,62.55,2209.22,7260.74,7956.234,12860.63,10051.28
436,23.10.2019,7490.0,209.65,49.43,160.69,1.1129,0.9905,1.2916,63.8925,108.68,9.6379,1491.85,17.555,1741.5,915.0,61.36,2204.11,7212.49,7858.477,12702.92,9989.96
437,22.10.2019,8122.0,230.11,53.99,172.45,1.1124,0.9894,1.2872,63.705,108.47,9.6501,1487.65,17.515,1755.5,891.0,61.34,2209.27,7163.64,7968.246,12757.73,9982.81
438,21.10.2019,8200.82,235.57,54.79,174.1,1.1148,0.9857,1.2958,63.7565,108.59,9.6397,1484.25,17.565,1758.0,887.75,59.79,2196.14,7150.57,7911.5830000000005,12661.93,9969.37
439,20.10.2019,8246.6,224.92,55.15,175.57,,,,,,,,,,,,,,,,
440,19.10.2019,7843.99,209.12,53.68,169.32,,,,,,,,,,,,,,,,
441,18.10.2019,7972.9,212.46,53.26,174.07,1.1169,0.9841,1.2971,63.75,108.42,9.6405,1489.7,17.5411,1754.5,889.0,60.5,2202.59,7182.32,7938.295999999999,12637.01,9991.33
442,17.10.2019,8044.0,218.48,54.36,176.09,1.1122,0.9879,1.2888,64.1075,108.65,9.7137,1491.64,17.52,1759.0,887.25,59.89,2196.1,7167.95,7976.643,12655.32,10023.99
443,16.10.2019,7990.28,216.64,52.54,174.43,1.107,0.9948,1.2830000000000001,64.1055,108.75,9.7749,1489.37,17.39,1767.0,883.0,59.84,2196.33,7211.64,7911.988,12644.18,10071.49
444,15.10.2019,8167.6,221.54,54.35,178.37,1.1031,0.9984,1.2786,64.297,108.84,9.8094,1480.92,17.37,1733.0,888.5,59.73,2175.56,7213.45,7867.964,12565.68,10014.86
445,14.10.2019,8335.84,227.7,56.83,187.41,1.1028,0.997,1.2606,64.2188,108.38,9.817,1492.8,17.65,1715.005,893.0,59.45,2179.04,7247.08,7834.745,12468.78,9947.3
446,13.10.2019,8264.96,223.19,56.3,181.1,,,,,,,,,,,,,,,,
447,12.10.2019,8358.7,225.02,55.87,180.65,,,,,,,,,,,,,,,,
448,11.10.2019,8336.42,220.29,55.91,182.05,1.104,0.9965,1.2647,64.2121,108.4,9.8029,1489.45,17.54,1699.0,889.5,61.48,2151.48,7186.36,7835.931,12248.88,9913.37
449,10.10.2019,8578.98,231.46,57.93,192.37,1.1004,0.9969,1.244,64.44,107.96,9.8403,1494.0,17.48,1699.515,899.25,59.97,2138.25,7166.5,7688.418000000001,12082.89,9832.06
450,09.10.2019,8587.12,238.24,59.28,192.51,1.0969,0.9956,1.2204,64.8765,107.46,9.9586,1505.3,17.7,1682.005,891.75,60.59,2124.27,7143.15,7678.664000000001,11973.82,9792.7
451,08.10.2019,8155.0,228.66,56.8,178.32,1.0954,0.9927,1.2217,65.156,107.07,9.9451,1505.26,17.71,1675.735,889.75,59.03,2150.29,7197.88,7671.382,12097.89,9904.13
452,07.10.2019,8213.76,233.83,57.61,179.93,1.097,0.9946,1.229,64.979,107.28,9.9148,1493.35,17.435,1659.875,876.5,60.35,2154.46,7155.38,7725.684,12008.77,9849.08
453,06.10.2019,7904.58,221.48,54.51,170.65,,,,,,,,,,,,,,,,
454,05.10.2019,8107.78,222.84,56.66,175.2,,,,,,,,,,,,,,,,
455,04.10.2019,8174.0,224.02,57.02,177.17,1.0976,0.9953,1.2332,64.64699999999999,106.93,9.8403,1504.35,17.55,1665.5,876.5,60.02,2129.97,7077.64,7677.325,11958.31,9793.38
456,03.10.2019,8161.0,219.82,56.15,173.24,1.0964,0.9991,1.2328,65.132,106.9,9.8683,1504.75,17.555,1653.505,890.25,58.9,2121.98,7122.54,7557.193,,9762.49
457,02.10.2019,8260.1,222.5,55.69,177.59,1.0958,0.9967,1.23,65.1112,107.17,9.8706,1499.26,17.555,1687.5,886.5,58.81,2160.07,7360.32,7627.590999999999,12221.74,9930.3
458,01.10.2019,8383.5,224.59,55.93,177.49,1.093,0.9933,1.2301,65.1923,107.74,9.8768,1478.58,17.235,1652.0,876.0,60.95,2180.5,7408.21,7782.818,12469.67,10101.53
459,30.09.2019,8260.0,225.83,55.47,176.92,1.0898,0.9978,1.2287,64.8139,108.06,9.8408,1472.0,16.995,1674.505,882.0,61.88,2175.69,7426.21,7705.97,12367.81,10028.45
460,29.09.2019,8035.7,219.35,53.65,168.5,,,,,,,,,,,,,,,,
461,28.09.2019,8165.58,219.35,55.53,173.94,,,,,,,,,,,,,,,,
462,27.09.2019,8055.49,219.35,55.5,170.86,1.0938,0.9907,1.2288,64.645,107.92,9.7934,1496.56,17.5443,1681.0,930.61,63.37,2181.37,7351.08,7786.028,12327.79,10055.55
463,26.09.2019,8088.33,216.31,53.66,164.0,1.0921,0.9935,1.2322,64.2419,107.82,9.7635,1505.6,17.8,1668.0,930.0,62.97,2185.46,7289.99,7794.279,12227.77,9907.21
464,25.09.2019,8500.98,228.31,57.27,169.78,1.0941,0.9917,1.2349,64.143,107.76,9.7543,1503.75,17.905,1642.515,925.26,63.3,2182.21,7291.43,7706.501,12250.08,9926.2
465,24.09.2019,8575.5,220.82,57.06,165.01,1.1018,0.9853,1.2488,63.9877,107.05,9.6648,1531.8,18.58,1673.005,953.0,65.02,2193.74,7326.08,7855.971,12368.96,10019.02
466,23.09.2019,9785.1,301.93,68.37,205.38,1.0991,0.9896,1.2429,63.8502,107.54,9.706,1521.865,18.63,1653.505,957.0,65.55,2197.88,7344.92,7815.233,12432.3,10046.4
467,22.09.2019,10002.88,305.14,72.13,208.02,,,,,,,,,,,,,,,,
468,21.09.2019,9962.51,310.51,72.75,216.1,,,,,,,,,,,,,,,,
469,20.09.2019,10131.68,312.78,74.55,216.06,1.1017,0.9907,1.2477,63.995,107.55,9.6975,1516.75,17.98,1641.5,945.75,66.12,2205.39,7356.42,7901.4619999999995,12462.57,10114.18
470,19.09.2019,10285.0,317.85,76.25,220.26,1.104,0.9927,1.2524,63.968,108.0,9.6858,1499.0,17.77,1623.285,937.0,65.14,2200.19,7314.05,7904.395,12355.92,10022.33
471,18.09.2019,10213.0,325.13,78.17,211.04,1.1029,0.9973,1.2468,64.1475,108.44,9.7251,1493.65,17.74,1591.1851,930.25,65.18,2202.95,7320.4,7877.5830000000005,12361.23,9982.47
472,17.09.2019,10251.75,324.99,77.15,212.84,1.1071,0.993,1.25,64.4046,108.12,9.6693,1502.2,18.015,1598.75,943.0,66.48,2195.58,7321.41,7849.88,12370.96,9960.9
473,16.09.2019,10209.75,306.67,71.46,199.09,1.1,0.9925,1.2428,63.983000000000004,108.12,9.6558,1497.9,17.85,1604.585,936.84,69.31,2206.79,7367.46,7833.733,12387.68,9965.14
474,15.09.2019,10450.0,306.18,71.1,188.23,,,,,,,,,,,,,,,,
475,14.09.2019,10275.37,303.19,70.38,189.25,,,,,,,,,,,,,,,,
476,13.09.2019,10279.0,297.65,68.2,181.13,1.1073,0.9902,1.25,64.3275,108.07,9.6075,1488.45,17.425,1606.5,948.15,62.14,2202.11,7344.67,7903.725,12412.72,10130.45
477,12.09.2019,10349.0,301.12,69.11,179.82,1.1061,0.9902,1.2332,64.8225,108.09,9.622,1498.7,18.095,1618.005,950.86,61.65,2195.26,7338.03,7931.965,12399.4,10105.17
478,11.09.2019,10125.0,296.61,68.8,176.95,1.1009,0.9926,1.2326,65.5105,107.81,9.6722,1497.3,18.08,1571.9,944.16,63.91,2179.56,7267.95,7820.7119999999995,12341.84,10064.34
479,10.09.2019,10052.5,303.27,71.05,178.0,1.1043,0.9919,1.2346,65.3961,107.53,9.6839,1485.5,18.01,1560.975,930.25,63.52,2178.22,7235.81,7793.275,12210.88,10024.85
480,09.09.2019,10243.0,304.89,69.32,179.6,1.1046,0.9919,1.2345,65.5244,107.23,9.6571,1498.65,17.96,1544.01,946.25,63.86,2177.68,7282.34,7876.404,12210.87,10093.64
481,08.09.2019,10361.26,304.03,69.62,180.11,,,,,,,,,,,,,,,,
482,07.09.2019,10518.54,300.32,69.46,179.02,,,,,,,,,,,,,,,,
483,06.09.2019,10340.74,285.72,65.07,168.74,1.1027,0.9872,1.2281,65.7725,106.9,9.6427,1506.7,18.16,1536.75,949.77,61.57,2174.88,7271.17,7868.874,12146.0,9993.98
484,05.09.2019,10517.75,288.29,64.54,172.25,1.1033,0.9858,1.2329,66.2383,106.92,9.6855,1519.1,18.63,1559.19,958.37,62.94,2151.56,7311.26,7803.451999999999,12117.9,9942.91
485,04.09.2019,10622.5,296.37,67.39,176.37,1.1033,0.9805,1.225,66.1538,106.38,9.7316,1552.35,19.57,1552.84,985.25,60.92,2126.74,7268.19,7683.781,12043.96,9934.87
486,03.09.2019,10720.0,304.09,69.52,181.18,1.0972,0.9866,1.2084,66.74,105.92,9.8197,1546.7,19.23,1542.005,957.75,58.07,2136.13,7281.94,7634.031,11921.94,9886.22
487,02.09.2019,10408.02,292.78,67.53,179.83,1.0966,0.9905,1.2066,66.7575,106.21,9.8274,1530.34,18.45,1531.01,929.75,58.74,2137.1,7207.18,,11939.99,9903.94
488,01.09.2019,9652.1,281.75,66.31,170.35,,,,,,,,,,,,,,,,
489,31.08.2019,9487.8,273.2,62.49,166.57,,,,,,,,,,,,,,,,
490,30.08.2019,9621.0,281.06,65.13,168.87,1.0989,0.9899,1.2156,66.667,106.29,9.8177,1519.85,18.35,1531.25,930.75,61.13,2134.12,7184.32,7743.234,11850.3,9868.77
491,29.08.2019,9524.01,279.87,64.36,169.46,1.1055,0.9865,1.2188,66.5012,106.5,9.7755,1527.4,18.24,1474.515,916.17,60.68,2112.04,7114.71,7678.688,11686.84,9736.22
492,28.08.2019,9678.1,290.44,66.26,171.68,1.1077,0.9815,1.2209,66.768,106.11,9.7232,1538.8,18.33,1469.005,900.0,60.51,2104.69,7089.58,7536.6990000000005,11704.67,9761.21
493,27.08.2019,10141.45,306.73,72.56,186.89,1.109,0.9812,1.2287,66.4518,105.72,9.6711,1542.395,18.16,1482.02,865.51,58.53,2106.4,7094.98,7630.456999999999,11638.51,9707.1
494,26.08.2019,10261.42,307.61,73.33,186.69,1.11,0.9787,1.2215,66.1039,106.12,9.6741,1526.0,17.63,1473.505,855.0,,2095.54,,7540.688,11619.66,9724.0
495,25.08.2019,9995.16,301.85,71.29,184.42,,,,,,,,,,,,,,,,
496,24.08.2019,10109.54,307.01,73.43,189.25,,,,,,,,,,,,,,,,
497,23.08.2019,10359.05,311.72,75.03,192.85,1.1144,0.9745,1.2277,65.995,105.39,9.605,1526.1,17.39,1460.51,853.6,58.93,2131.54,7128.18,7658.481,11805.48,9842.48
498,22.08.2019,10180.0,311.88,73.69,192.15,1.1078,0.9835,1.225,65.5703,106.42,9.6767,1498.6,17.01,1487.01,857.26,60.1,2135.49,7203.97,7750.979,11756.21,9827.61
499,21.08.2019,10165.0,301.09,73.61,185.57,1.1083,0.9823,1.2126,65.692,106.61,9.623,1502.0,17.11,1471.405,852.75,60.89,2118.44,7125.0,7731.746,11673.66,9782.42
500,20.08.2019,10734.0,314.35,75.28,196.7,1.1099,0.9778,1.2168,66.4745,106.22,9.6864,1506.85,17.12,1491.005,848.56,59.32,2131.37,7189.65,7708.31,11711.78,9817.35
501,19.08.2019,10670.45,320.0,75.67,198.44,1.1076,0.9814,1.2125,66.9629,106.62,9.6849,1495.0,16.86,1473.3,850.0,59.83,2109.77,7117.15,7715.411999999999,11679.72,9783.33
502,18.08.2019,10358.0,319.56,77.35,195.29,,,,,,,,,,,,,,,,
503,17.08.2019,10088.48,300.3,72.31,182.84,,,,,,,,,,,,,,,,
504,16.08.2019,10392.26,313.3,75.29,185.41,1.1089,0.9782,1.2149,66.47,106.36,9.656,1513.75,17.08,1448.0,844.5,58.99,2082.11,7067.01,7548.897,11460.65,9637.25
505,15.08.2019,10365.8,318.82,76.19,186.86,1.1106,0.9763,1.2084,66.024,106.11,9.6377,1522.955,17.265,1444.5,838.5,56.86,2084.34,7147.88,7503.143,11522.46,9654.23
506,14.08.2019,10154.32,314.2,77.2,188.67,1.1138,0.9732,1.2059,66.0743,105.89,9.6333,1516.085,17.205,1424.0,840.5,57.35,2135.53,7250.9,7594.644,11758.75,9801.97
507,13.08.2019,10865.55,343.19,83.89,208.17,1.1169,0.9764,1.2058,64.90899999999999,106.73,9.5388,1501.14,16.965,1455.0,852.0,60.04,2116.28,7226.72,7561.682,11632.85,9729.51
508,12.08.2019,11419.25,333.2,86.05,212.37,1.1212,0.9691,1.2073,65.3875,105.29,9.56,1511.155,17.055,1427.5,852.5,56.27,2135.35,7253.85,7597.194,11801.06,9801.7
509,11.08.2019,11411.12,341.25,90.41,214.94,,,,,,,,,,,,,,,,
510,10.08.2019,11336.0,317.82,86.28,206.57,,,,,,,,,,,,,,,,
511,09.08.2019,11857.94,312.6,84.36,209.18,1.1198,0.9723,1.2034,65.2455,105.66,9.5444,1496.84,16.94,1421.5,859.0,56.51,2148.68,7285.9,7684.562,11806.82,9745.03
512,08.08.2019,11658.0,325.67,88.53,218.65,1.1178,0.9746,1.2131,65.01,106.06,9.5982,1500.0,16.9,1421.0,860.5,55.43,2112.79,7198.7,7608.031,11752.96,9656.03
513,07.08.2019,11887.0,338.59,89.64,225.45,1.1197,0.9752,1.214,65.3213,106.26,9.6372,1500.8,17.1,1415.0,862.0,54.17,2109.18,7171.69,7436.143,11636.34,9549.93
514,06.08.2019,11663.0,336.89,92.44,226.31,1.1198,0.9763,1.2166,65.28,106.47,9.5824,1473.87,16.445,1437.0,847.5,57.77,2098.47,7223.85,7492.017,11690.27,9565.61
515,05.08.2019,11718.72,347.92,97.41,231.84,1.1202,0.9733,1.2141,65.43,105.94,9.6018,1463.6,16.39,1414.5,853.0,58.46,2149.01,7407.06,7510.02,11758.44,9714.79
516,04.08.2019,10926.22,338.04,92.6,221.55,,,,,,,,,,,,,,,,
517,03.08.2019,10888.0,337.97,94.71,222.15,,,,,,,,,,,,,,,,
518,02.08.2019,10403.6,323.49,93.58,215.8,1.1107,0.982,1.2154,65.2691,106.58,9.6348,1440.455,16.21,1406.5,842.5,60.26,2172.77,7584.87,7740.91,12033.68,9767.79
519,01.08.2019,10411.0,328.6,98.8,217.7,1.1083,0.9901,1.2131,64.366,107.33,9.6552,1445.0551,16.325,1424.0,848.5,62.04,2182.62,7586.78,7866.6,12134.71,
520,31.07.2019,10028.68,325.57,98.33,215.32,1.1074,0.9938,1.2157,63.6413,108.74,9.6519,1413.55,16.255,1516.5,859.5,62.88,2202.91,7646.77,7972.762,12149.09,9885.75
521,30.07.2019,9538.43,319.94,90.02,209.25,1.1153,0.9901,1.2149,63.4927,108.59,9.5684,1430.6,16.575,1514.505,865.85,61.69,2213.32,7686.61,7927.561,12398.24,9963.11
522,29.07.2019,9495.12,305.83,90.82,211.4,1.1144,0.9914,1.2217,63.405,108.77,9.4872,1426.6851,16.455,1553.5,879.0,61.58,2215.42,7549.06,8010.052,12398.29,9936.03
523,28.07.2019,9504.27,302.33,89.18,207.54,,,,,,,,,,,,,,,,
524,27.07.2019,9452.0,303.67,88.19,207.59,,,,,,,,,,,,,,,,
525,26.07.2019,9831.1,316.13,94.15,218.65,1.1125,0.9933,1.238,63.3275,108.66,9.5014,1418.31,16.3875,1535.5,860.0,62.3,2205.03,7489.05,7992.125,12363.86,9886.67
526,25.07.2019,9880.7,299.1,92.96,218.59,1.1145,0.9906,1.2454,63.2417,108.62,9.4475,1414.13,16.4,1530.5,865.0,63.31,2217.19,7501.46,7979.1359999999995,12576.02,9944.81
527,24.07.2019,9675.75,298.84,93.41,215.0,1.1139,0.9847,1.2481,63.3023,108.17,9.4264,1425.8,16.59,1540.0,875.5,64.02,2209.94,7556.86,7928.778,12510.52,9973.87
528,23.07.2019,10143.75,303.25,93.34,217.73,1.1151,0.9851,1.2436,63.1778,108.21,9.4679,1416.99,16.395,1527.0,854.0,62.47,2196.23,7514.93,7946.0509999999995,12384.66,9965.82
529,22.07.2019,10297.9,309.57,94.92,217.88,1.1208,0.9819,1.2474,63.085,107.86,9.4124,1424.72,16.34,1528.5,844.0,62.1,2193.96,7508.7,7862.379,12243.58,9926.18
530,21.07.2019,10492.0,333.0,103.1,222.86,,,,,,,,,,,,,,,,
531,20.07.2019,10933.43,333.0,103.1,231.54,,,,,,,,,,,,,,,,
532,19.07.2019,10522.66,302.22,97.45,220.6,1.122,0.9816,1.25,63.0105,107.7,9.3774,1424.91,16.205,1505.5,843.5,61.18,2202.1,7493.09,7944.863,12302.64,10042.05
533,18.07.2019,10576.1,313.13,100.15,224.68,1.1275,0.9811,1.2546,62.7736,107.29,9.3046,1446.0,16.335,1526.0,849.0,60.84,2197.36,7535.46,7850.116999999999,12194.33,9912.11
534,17.07.2019,9691.5,298.02,90.6,212.44,1.1223,0.9873,1.2431,62.8364,107.94,9.3653,1426.6,15.97,1537.5,843.0,63.81,2206.86,7577.2,7927.91,12429.87,9862.03
535,16.07.2019,9598.75,285.48,79.99,202.89,1.1209,0.9877,1.2403,63.0296,108.22,9.3884,1405.93,15.555,1525.0,838.0,65.46,2214.29,7531.72,7958.44,12392.19,9805.83
536,15.07.2019,10847.0,307.52,90.76,230.82,1.1257,0.9845,1.2514,62.6039,107.9,9.3533,1413.68,15.375,1567.5,839.5,67.15,2213.69,7505.97,7961.071,12346.59,9769.23
537,14.07.2019,10640.0,306.5,89.12,234.94,,,,,,,,,,,,,,,,
538,13.07.2019,10908.44,334.93,98.43,264.38,,,,,,,,,,,,,,,,
539,12.07.2019,11900.25,354.68,105.13,277.2,1.1269,0.9840000000000001,1.2573,62.9902,107.89,9.3769,1415.495,15.21,1545.5,827.5,67.14,2204.91,7509.82,7908.576,12318.5,9870.51
540,11.07.2019,11138.4,334.79,101.73,266.47,1.1252,0.99,1.2519,62.7825,108.48,9.3805,1403.6,15.115,1561.0,820.5,68.43,2202.24,7530.69,7918.647,12401.02,9942.83
541,10.07.2019,11775.27,386.84,106.73,287.22,1.1249,0.9894,1.2499,63.068999999999996,108.46,9.4198,1418.8,15.24,1588.5,824.5,67.0,2192.37,7536.47,7869.734,12412.99,9927.49
542,09.07.2019,12405.11,411.42,118.17,304.53,1.1206,0.9934,1.2465,63.7995,108.84,9.4712,1397.8,15.1,1547.0,806.0,64.89,2194.86,7549.27,7748.286,12436.97,9974.05
543,08.07.2019,12206.28,416.0,121.41,311.35,1.1214,0.9938,1.251,63.6936,108.71,9.4596,1395.2,15.025,1561.5,813.5,65.48,2205.54,7553.14,7790.460999999999,12541.18,9948.76
544,07.07.2019,11500.7,410.9,119.46,306.62,,,,,,,,,,,,,,,,
545,06.07.2019,11457.74,414.22,119.47,291.7,,,,,,,,,,,,,,,,
546,05.07.2019,11027.5,400.28,118.82,286.76,1.1224,0.9915,1.2523,63.7712,108.45,9.4412,1399.55,14.97,1566.5,804.5,64.82,2215.52,7603.58,7806.07,12632.12,10071.7
547,04.07.2019,11710.8,415.56,123.25,293.3,1.1284,0.985,1.2576,63.413000000000004,107.79,9.3206,1415.19,15.28,1562.0,832.5,64.21,2214.59,7609.32,,12644.35,10080.45
